Session,Langloc_Version
704_FED_20190107a_3T2_PL2017,langlocSN
705_FED_20190117a_3T2_PL2017,langlocSN
706_FED_20190117b_3T2_PL2017,langlocSN
713_FED_20190130a_3T2_PL2017,langlocSN
721_FED_20190605a_3T2_PL2017,langlocSN
724_FED_20190802a_3T2_PL2017,langlocSN
725_FED_20190215a_3T2_PL2017,langlocSN
726_FED_20190226a_3T2_PL2017,langlocSN
727_FED_20190226b_3T2_PL2017,langlocSN
728_FED_20190226c_3T2_PL2017,langlocSN
729_FED_20190226d_3T2_PL2017,langlocSN
730_FED_20190306a_3T2_PL2017,langlocSN
731_FED_20190306b_3T2_PL2017,langlocSN
732_FED_20190307_3T2_PL2017,langlocSN
733_FED_20190307b_3T2_PL2017,langlocSN
734_FED_20190313a_3T2_PL2017,langlocSN
735_FED_20190314a_3T2_PL2017,langlocSN
736_FED_20190314b_3T2_PL2017,langlocSN
737_FED_20190314c_3T2_PL2017,langlocSN
738_FED_20190319a_3T2_PL2017,langlocSN
739_FED_20190319b_3T2_PL2017,langlocSN
740_FED_20190319c_3T2_PL2017,langlocSN
741_FED_20190320a_3T2_PL2017,langlocSN
742_FED_20190320b_3T2_PL2017,langlocSN
743_FED_20190320c_3T2_PL2017,langlocSN
744_FED_20190320d_3T2_PL2017,langlocSN
745_FED_20190321a_3T2_PL2017,langlocSN
746_FED_20190328a_3T2_PL2017,langlocSN
747_FED_20190328b_3T2_PL2017,langlocSN
748_FED_20190328c_3T2_PL2017,langlocSN
749_FED_20190404a_3T2_PL2017,langlocSN
750_FED_20190404b_3T2_PL2017,langlocSN
751_FED_20190404c_3T2_PL2017,langlocSN
752_FED_20190404d_3T2_PL2017,langlocSN
753_FED_20190405a_3T2_PL2017,langlocSN
754_FED_20190405b_3T2_PL2017,langlocSN
755_FED_20190411a_3T2_PL2017,langlocSN
756_FED_20190411b_3T2_PL2017,langlocSN
757_FED_20190411c_3T2_PL2017,langlocSN
758_FED_20190411d_3T2_PL2017,langlocSN
759_FED_20190415a_3T2_PL2017,langlocSN
760_FED_20190415b_3T2_PL2017,langlocSN
761_FED_20190416a_3T2_PL2017,langlocSN
762_FED_20190416b_3T2_PL2017,langlocSN
763_FED_20190416c_3T2_PL2017,langlocSN
764_FED_20190416d_3T2_PL2017,langlocSN
765_FED_20190417a_3T2_PL2017,langlocSN
766_FED_20190418a_3T2_PL2017,langlocSN
767_FED_20190402a_3T2_PL2017,langlocSN
768_FED_20190517a_3T2_PL2017,langlocSN
769_FED_20190522a_3T2_PL2017,langlocSN
770_FED_20190523b_3T2_PL2017,langlocSN
771_FED_20190525a_3T2_PL2017,langlocSN
772_FED_20190525b_3T2_PL2017,langlocSN
773_FED_20190605c_3T2_PL2017,langlocSN
774_FED_20190605b_3T2_PL2017,langlocSN
775_FED_20190611a_3T2_PL2017,langlocSN
776_FED_20190611b_3T2_PL2017,langlocSN
777_FED_20190611c_3T2_PL2017,langlocSN
778_FED_20190614b_3T2_PL2017,langlocSN
779_FED_20191106e_3T2_PL2017,langlocSN
780_FED_20190625b_3T2_PL2017,langlocSN
781_FED_20190625d_3T2_PL2017,langlocSN
782_FED_20190626a_3T2_PL2017,langlocSN
783_FED_20190627a_3T2_PL2017,langlocSN
784_FED_20190712b_3T2_PL2017,langlocSN
785_FED_20190714a_3T2_PL2017,langlocSN
786_FED_20190719b_3T2_PL2017,langlocSN
787_FED_20190719c_3T2_PL2017,langlocSN
788_FED_20191120b_3T2_PL2017,langlocSN
789_FED_20190726a_3T2_PL2017,langlocSN
790_FED_20190730a_3T2_PL2017,langlocSN
791_FED_20191023a_3T2_PL2017,langlocSN
792_FED_20191023b_3T2_PL2017,langlocSN
793_FED_20191023c_3T2_PL2017,langlocSN
794_FED_20191023d_3T2_PL2017,langlocSN
795_FED_20191030b_3T2_PL2017,langlocSN
796_FED_20191030c_3T2_PL2017,langlocSN
797_FED_20191030d_3T2_PL2017,langlocSN
798_POLY22_20191014a_3T2_PL2017,langlocSN
799_FED_20191031a_3T2_PL2017,langlocSN
800_FED_20191102a_3T2_PL2017,langlocSN
801_FED_20191113a_3T2_PL2017,langlocSN
803_FED_20191120d_3T2_PL2017,langlocSN
805_FED_20191204a_3T2_PL2017,langlocSN
806_FED_20191204b_3T2_PL2017,langlocSN
807_FED_20191204c_3T2_PL2017,langlocSN
808_FED_20191210a_3T2_PL2017,langlocSN
809_FED_20191212b_3T2_PL2017,langlocSN
810_FED_20191212a_3T2_PL2017,langlocSN
811_FED_20191213a_3T2_PL2017,langlocSN
812_FED_20191213b_3T2_PL2017,langlocSN
813_FED_20191213c_3T2_PL2017,langlocSN
814_FED_20200113b_3T2_PL2017,langlocSN
815_FED_20200113c_3T2_PL2017,langlocSN
816_FED_20200117a_3T2_PL2017,langlocSN
817_FED_20200117b_3T2_PL2017,langlocSN
818_FED_20200117c_3T2_PL2017,langlocSN
819_FED_20200117d_3T2_PL2017,langlocSN
820_FED_20200120a_3T2_PL2017,langlocSN
821_FED_20200305c_3T2_PL2017,langlocSN
822_FED_20200123b_3T2_PL2017,langlocSN
823_FED_20200123c_3T2_PL2017,langlocSN
825_FED_20200130b_3T2_PL2017,langlocSN
826_FED_20200130c_3T2_PL2017,langlocSN
827_FED_20200305b_3T2_PL2017,langlocSN
828_FED_20200205c_3T2_PL2017,langlocSN
829_FED_20200211a_3T2_PL2017,langlocSN
830_FED_20200213a_3T2_PL2017,langlocSN
831_FED_20200213b_3T2_PL2017,langlocSN
832_FED_20200220c_3T2_PL2017,langlocSN
833_FED_20200224a_3T2_PL2017,langlocSN
834_FED_20200303a_3T2_PL2017,langlocSN
835_FED_20200305a_3T2_PL2017,langlocSN
260_KAN_EvDB_20150303_PL2017,langlocSN
447_FED_20161012a_3T2_PL2017,langlocSN
804_FED_20191122a_3T2_PL2017,langlocSN
007_KAN_parametric_07_PL2017,PassAudio
091_KAN_action_01_PL2017,SN
093_KAN_action_03_PL2017,SN
094_KAN_action_05_PL2017,SN
102_KAN_action_06_PL2017,SN
315_VWFA_17_sess2_PL2017,speechandlangloc
313_VWFA_03_sess2_PL2017,speechandlangloc
314_VWFA_13_sess2_PL2017,speechandlangloc
144_KAN_adapt_12_PL2017,SuperLocSN
053_KAN_reststate_01_PL2017,SWJN
072_KAN_adapt_03_PL2017,SuperLocSN
087_KAN_locmvpa_05_PL2017,SuperLocSN
095_KAN_parametric_01_PL2017,SuperLocSN
103_KAN_adapt_14_PL2017,SuperLocSN
113_KAN_freqamb_02_PL2017,SuperLocSN
115_KAN_action_07_PL2017,SuperLocSN
120_KAN_action_08_PL2017,SuperLocSN
121_KAN_action_09_PL2017,SuperLocSN
123_KAN_adapt_09_PL2017,SuperLocSN
124_KAN_parametric_08_PL2017,SuperLocSN
125_KAN_action_12_PL2017,SuperLocSN
126_KAN_parametric_13_PL2017,SuperLocSN
127_KAN_parametric_03_PL2017,SuperLocSN
128_KAN_stories_16_PL2017,SuperLocSN
129_KAN_adapt_15_PL2017,SuperLocSN
133_KAN_adapt_01_PL2017,SuperLocSN
134_KAN_adapt_02_PL2017,SuperLocSN
136_KAN_adapt_05_PL2017,SuperLocSN
137_KAN_adapt_06_PL2017,SuperLocSN
138_KAN_langsens_02_PL2017,SuperLocSN
139_KAN_adapt_08_PL2017,SuperLocSN
140_KAN_prod_01_PL2017,SuperLocSN
141_KAN_adapt_10_PL2017,SuperLocSN
142_KAN_parametric_04_PL2017,SuperLocSN
143_KAN_adapt_11_PL2017,SuperLocSN
146_KAN_random_02_PL2017,SuperLocSN
147_KAN_prod_04_PL2017,SuperLocSN
148_KAN_freqamb_05_PL2017,SuperLocSN
151_KAN_parametric_06_PL2017,SuperLocSN
154_KAN_freqamb_03_PL2017,SuperLocSN
155_KAN_prod_05_PL2017,SuperLocSN
156_KAN_prod_06_PL2017,SuperLocSN
158_KAN_locmvpa_01_PL2017,SuperLocSN
159_KAN_freqamb_06_PL2017,SuperLocSN
160_KAN_locmvpa_02_PL2017,SuperLocSN
161_KAN_parametric_09_PL2017,SuperLocSN
162_KAN_locmvpa_03_PL2017,SuperLocSN
163_KAN_locmvpa_04_PL2017,SuperLocSN
164_KAN_locmvpa_06_PL2017,SuperLocSN
165_KAN_prod_07_PL2017,SuperLocSN
166_KAN_locmvpa_07_PL2017,SuperLocSN
167_KAN_parametric_10_PL2017,SuperLocSN
169_KAN_parametric_12_PL2017,SuperLocSN
170_KAN_locmvpa_08_PL2017,SuperLocSN
171_KAN_parametric_14_PL2017,SuperLocSN
172_KAN_locmvpa_09_PL2017,SuperLocSN
173_KAN_locmvpa_10_PL2017,SuperLocSN
174_KAN_locmvpa_11_PL2017,SuperLocSN
176_KAN_stories_17_PL2017,SuperLocSN
177_KAN_stories_18_PL2017,SuperLocSN
178_KAN_parametric_15_PL2017,SuperLocSN
179_KAN_locmvpa_13_PL2017,SuperLocSN
180_KAN_events2_02_PL2017,SuperLocSN
184_KAN_locmvpa_12_PL2017,SuperLocSN
190_KAN_parametric_17_PL2017,SuperLocSN
417_FED_20161104c_3T2_PL2017,SuperLocSN
476_FED_20161103b_3T2_PL2017,SuperLocSN
483_FED_20161107d_3T2_PL2017,SuperLocSN
485_FED_20161108c_3T2_PL2017,SuperLocSN
486_FED_20161108e_3T2_PL2017,SuperLocSN
157_KAN_events2_01_PL2017,SuperLocSWN
112_KAN_stories_06_PL2017,SuperLocSWN
114_KAN_stories_08_PL2017,SuperLocSWN
118_KAN_syntshapes_03_PL2017,SuperLocSWN
119_KAN_syntshapes_04_PL2017,SuperLocSWN
130_KAN_syntshapes_10_PL2017,SuperLocSWN
131_KAN_syntshapes_12_PL2017,SuperLocSWN
153_KAN_stories_14_PL2017,SuperLocSWN
029_SWJNaudio_14_PL2017,SWJN
001_SWJN_01_PL2017,SWJN
002_SWJN_05_PL2017,SWJN
003_SWJN_07_PL2017,SWJN
004_SWJN_09_PL2017,SWJN
005_SWJN_11_PL2017,SWJN
006_SWJN_12_PL2017,SWJN
022_SWJNaudio_06_PL2017,SWJN
023_SWJNaudio_07_PL2017,SWJN
027_SWJNaudio_12_PL2017,SWJN
028_SWJNaudio_13_PL2017,SWJN
031_SWJNaudio_16_PL2017,SWJN
032_SWJNaudio_17_PL2017,SWJN
026_SWJNaudio_11_PL2017,SWJNaud
033_SWJNaudio_18_PL2017,SWJNaud
025_SWJNV2_15_PL2017,SWJNV2
008_SWJNV2_01_PL2017,SWJNV2
009_SWJNV2_02_PL2017,SWJNV2
010_SWJNV2_03_PL2017,SWJNV2
011_SWJNV2_04_PL2017,SWJNV2
012_SWJNV2_05_PL2017,SWJNV2
013_SWJNV2_06_PL2017,SWJNV2
014_SWJNV2_07_PL2017,SWJNV2
015_SWJNV2_08_PL2017,SWJNV2
016_SWJNV2_09_PL2017,SWJNV2
020_SWJNV2_12_PL2017,SWJNV2
024_SWJNV2_13_PL2017,SWJNV2
116_KAN_langsyntaxshapes_01_PL2017,SWNloc_morph
117_KAN_langsyntaxshapes_02_PL2017,SWNloc_morph
132_KAN_langsyntaxshapes_13_PL2017,SWNloc_morph
122_KAN_langsyntaxshapes_05_PL2017,SWNloc_morphcont
145_KAN_stories_09_PL2017,SWNloc_NV
060_domspec_15_PL2017,SWNlocIPS168
017_domspec_09_PL2017,SWNlocIPS168
019_KAN_langmus_05_PL2017,SWNlocIPS168
021_domspec_10_PL2017,SWNlocIPS168
030_KAN_langstroopBL_11_PL2017,SWNlocIPS168
034_domspec_01_PL2017,SWNlocIPS168
035_domspec_04_PL2017,SWNlocIPS168
037_domspec_06_PL2017,SWNlocIPS168
038_domspec_07_PL2017,SWNlocIPS168
039_domspec_08_PL2017,SWNlocIPS168
040_domspec_11_PL2017,SWNlocIPS168
041_KAN_domspec_12_PL2017,SWNlocIPS168
042_domspec_13_PL2017,SWNlocIPS168
044_langmus_02_PL2017,SWNlocIPS168
046_KAN_langmus_08_PL2017,SWNlocIPS168
047_langmus_09_PL2017,SWNlocIPS168
048_langmus_10_PL2017,SWNlocIPS168
049_KAN_langmus_11_PL2017,SWNlocIPS168
051_langmus_13_PL2017,SWNlocIPS168
052_langmus_14_PL2017,SWNlocIPS168
054_KAN_langstroop_02_PL2017,SWNlocIPS168
056_KAN_langstroop_04_PL2017,SWNlocIPS168
057_KAN_langevents_02_PL2017,SWNlocIPS168
058_domspec_14_PL2017,SWNlocIPS168
059_KAN_langevents_04_PL2017,SWNlocIPS168
061_KAN_langstroopBL_05_PL2017,SWNlocIPS168
062_KAN_langstroopBL_06_PL2017,SWNlocIPS168
063_KAN_langstroopBL_07_PL2017,SWNlocIPS168
064_KAN_langstroopBL_08_PL2017,SWNlocIPS168
065_KAN_langstroopBL_09_PL2017,SWNlocIPS168
066_KAN_langstroopBL_10_PL2017,SWNlocIPS168
067_KAN_langevents_06_PL2017,SWNlocIPS168
068_KAN_langevents_07_PL2017,SWNlocIPS168
069_KAN_langevents_10_PL2017,SWNlocIPS168
070_KAN_langevents_11_PL2017,SWNlocIPS168
071_KAN_langstroopBL_12_PL2017,SWNlocIPS168
073_KAN_langstroopBL_14_PL2017,SWNlocIPS168
074_KAN_langstroopBL_15_PL2017,SWNlocIPS168
075_KAN_langmustask_01_PL2017,SWNlocIPS168
076_KAN_langstroopBL_16_PL2017,SWNlocIPS168
077_KAN_langmustask_02_PL2017,SWNlocIPS168
078_KAN_langstroopBL_17_PL2017,SWNlocIPS168
079_KAN_langstroopBL_18_PL2017,SWNlocIPS168
080_KAN_langmustask_03_PL2017,SWNlocIPS168
081_KAN_langstroopBL_19_PL2017,SWNlocIPS168
082_KAN_langmustask_04_PL2017,SWNlocIPS168
083_KAN_langstroopBL_20_PL2017,SWNlocIPS168
084_KAN_syntax_02_PL2017,SWNlocIPS168
085_KAN_langstroopBL_22_PL2017,SWNlocIPS168
086_KAN_langstroopBL_23_PL2017,SWNlocIPS168
089_KAN_langevents_15_PL2017,SWNlocIPS168
090_KAN_stories_01_PL2017,SWNlocIPS168
092_KAN_syntax_03_PL2017,SWNlocIPS168
096_KAN_syntax_06_PL2017,SWNlocIPS168
098_KAN_stories_03_PL2017,SWNlocIPS168
099_KAN_syntax_10_PL2017,SWNlocIPS168
100_KAN_syntax_11_PL2017,SWNlocIPS168
101_KAN_lingviol_09_PL2017,SWNlocIPS168
104_KAN_domspec_16_PL2017,SWNlocIPS168
105_KAN_domspec_17_PL2017,SWNlocIPS168
106_domspec_18_PL2017,SWNlocIPS168
107_KAN_lingviol_04_PL2017,SWNlocIPS168
108_KAN_domspec_19_PL2017,SWNlocIPS168
109_KAN_lingviol_05_PL2017,SWNlocIPS168
110_KAN_lingviol_07_PL2017,SWNlocIPS168
111_KAN_lingviol_08_PL2017,SWNlocIPS168
088_KAN_stories_04_PL2017,SWNlocIPS168
