Subject,LH_SN_Spcorr,RH_SN_Spcorr
sub150,0.5401818464684025,0.4530625576509036
sub151,0.46514294082711505,0.328559263201922
sub152,0.5243620281188383,0.1323387821262303
sub153,0.3870655098890653,0.29807991983545246
sub154,0.6974849907889411,0.6479978899893324
sub155,0.6658884684576934,0.3636948019244439
sub156,0.801517791390814,0.4986684593704881
sub157,-0.27874295131878246,-0.27247461680629814
sub158,0.712577834795139,0.43076687589533014
sub159,0.7061419514723638,0.4067208785416135
sub160,0.781113617985424,0.7757874430156125
sub161,0.8866167451218846,0.5313400086878669
sub162,0.4100594902263571,0.2879998870463675
sub163,0.7383396381403741,0.5511537637594826
sub164,0.7177463602959325,0.5352508199943113
sub165,0.6352823066525717,0.33258995200159247
sub166,0.7468520174040859,0.5117769683346015
sub167,0.8206478016267114,0.542352625023771
sub168,0.8061887858422022,0.4192952463469887
sub169,0.7229108030700235,0.5239305358871817
sub170,0.7628869398256507,0.7503799907276743
sub171,0.7863458872530389,0.400612270210743
sub172,0.7463292522566092,0.5578056867774656
sub173,0.6311023561132622,0.3648999891626229
sub174,0.5924600842667953,0.3441878334178166
sub175,0.7358299373727955,0.6208727390037169
sub176,1.2680411655982948,0.9197134132462508
sub177,1.1634750130629954,0.9378214239112751
sub178,0.9956933069095155,0.9854643968468406
sub179,0.486249043098909,0.2913220408962408
sub180,0.6932409646513232,0.6048443821257432
sub181,0.4441036218453837,0.5189645549985801
sub182,0.7214778982654806,0.5425990843475518
sub183,0.47209882776729667,0.18526501250324665
sub184,0.42077644665282943,0.44089347583251437
sub185,1.0371821660393248,0.8782323150762948
sub186,0.6869840744580268,0.635137412434878
sub187,0.3281197483137301,0.32966575481867216
sub188,0.9291456433198049,0.5628420134633789
sub189,0.25800677826034185,0.11223656723068698
sub190,0.5593236986309986,0.7255744726968507
sub191,0.777629230851915,0.6863947597631822
sub192,0.7022904288585663,0.2370477530838188
sub193,0.5911010174263082,0.6293679583087216
sub194,0.6719694811095641,0.5130192698243317
sub195,0.31523386324318375,0.31344277822923444
sub196,0.5881265246815451,0.14477484935620052
sub197,0.7843283865805122,0.3844555686318442
sub198,0.7318605587799292,0.595266670173553
sub199,0.5911802001995785,0.3604099281127888
sub200,0.6708545061796073,0.26674032878396575
sub201,0.5724881213683258,0.4268767415376289
sub202,1.0712963856803155,0.8228991485564583
sub203,1.0172116973747147,0.674753772179123
sub204,0.686381662831029,0.6047264844421152
sub205,0.4724363843754692,0.37293533962700265
sub206,1.0329516302108577,0.9120610290901523
sub207,0.3627153667248781,0.2716386330362077
sub208,0.9624371279434216,0.7883565083508263
sub209,0.484877173783124,0.3019008919146918
sub210,0.9757697287375304,1.1312398367510825
sub211,0.7633862794271693,1.1020749990461616
sub212,1.0853240759744653,0.8322129092724315
sub213,0.495871244719465,0.2530777551723927
sub214,1.0617397237598944,0.7861191362753794
sub215,1.2234777196953366,0.9764324009881985
sub216,0.1782843935683849,-0.018758092641902285
sub217,0.6145984706608438,0.23488405471640578
sub218,0.7696760580135094,1.0420549646300572
sub219,0.7617376667739166,0.4153461675720135
sub220,0.5400098179934023,0.2379371316605728
sub221,0.884634588340895,0.9382775688127326
sub222,0.2314682633448913,0.331801912350072
sub223,0.6900365563465004,0.4708246190120729
sub224,0.8432353173301943,0.716467487622104
sub225,0.04671826477772681,0.019446929870013903
sub226,0.7043874361677782,0.3475643748150704
sub227,0.43570888676927433,0.22673757509217718
sub228,0.6998033052077194,0.5620611006991665
sub229,0.2121760625665008,0.09955664058464035
sub230,1.087621435068533,0.9797054045532138
sub231,0.710002649225784,0.28475744958987026
sub232,0.8352272453019023,0.4162145270295556
sub233,0.719048507337762,0.418001613978439
sub234,1.1094330228512788,0.6839726920050457
sub235,0.7873742684340829,0.37043738822109024
sub236,0.860640487143786,0.6758401666425746
sub237,1.0190374591849518,0.7397303364568129
sub238,0.4052470312329846,0.6696872279395731
sub239,0.8744323274454914,1.0601668431054352
sub240,0.8209316829268376,0.3428175811002354
sub241,1.044877511016563,0.6142453216042434
sub242,0.9842196782085474,0.46614531640006873
sub243,0.6240782733078309,0.47143989024755534
sub244,1.1522133168947577,1.2022037425593404
sub245,0.4655585788719434,0.2606095823532649
sub246,0.38041507999815555,0.3408937702231246
sub247,0.7349635331848733,0.44327571117952225
sub248,0.3547461795619074,0.23531192535383982
sub249,0.8476960083519811,0.4933614891370385
sub250,-0.10685888462174449,-0.20803520062778635
sub251,0.5504199489094028,0.33644837053911186
sub252,0.6858389430296559,0.6581456877195967
sub253,0.5243782905292129,-0.034312701482792876
sub254,0.4226101309954087,0.2127677945654729
sub255,0.49715408722378274,0.2971644026856149
sub256,0.4530567771873492,0.4556769019602255
sub257,0.8217219558134876,0.5822285198173014
sub258,1.0221694245045485,0.8725256059077747
sub259,0.45786329354930166,0.295766418823647
sub260,0.31122662849374855,0.30735324373456113
sub261,0.5340136795614373,0.42535676428719493
sub262,0.7390797156988239,0.3948619029028772
sub263,0.8540636525581983,0.46851181340295733
sub264,0.4574865890424966,-0.11720115097274147
sub265,0.9734817880026242,0.5630947859873272
sub266,0.6287859128141009,0.27682224964060725
sub267,0.7392169857092401,0.5418338549552532
sub268,0.4278124723080525,0.3994656889560803
sub269,0.1132344793966808,0.0613944936990328
sub270,0.4360002687590215,0.2394739745470493
sub271,0.5611928973523793,0.24357214644454417
sub272,0.6778951593470526,0.3939072398941371
sub273,0.34308927454251265,0.21831672095676533
sub274,0.7631650605880602,0.8478855182498954
sub275,0.2627957306803629,0.1960182780977834
sub276,1.1642074100512032,0.8900506282020837
sub278,0.7427710663811444,0.5317168428207527
sub279,0.797085911805989,0.5626662302867548
sub280,0.6718119047086948,0.4198611736679842
sub281,0.35943007291126583,0.2874213046637941
sub282,0.8413579969159697,0.5268813353534453
sub283,0.8306553906744703,0.6077500115113117
sub284,0.5217236987395906,0.2895771722936917
sub286,0.7377040883249739,0.9516633346585635
sub287,0.4831584839823413,0.20220682186548813
sub288,0.5654632026932643,0.2961385324749099
sub289,0.7939649722993157,0.4146159502240196
sub290,0.28438609237171875,0.21434278050545316
sub291,0.6593763036451706,0.2724133611213998
sub292,0.5714418019165979,0.46849512740940386
sub293,0.13371534892652362,0.08210928033107646
sub295,0.957815478869808,0.6973143850082957
sub296,0.6660102656608515,0.4893797792029847
sub297,0.15233077730473893,0.07840602815721366
sub298,0.7520484593848398,0.4333689868100165
sub299,0.13829194507247558,-0.04041359120397541
sub300,0.4864378450442008,0.2421647381786859
sub301,0.8298376992760614,0.4571104126685308
sub302,0.06813146401665231,0.09633787850899905
sub303,0.6341503689494462,0.44256657766766283
sub304,0.39083547387820583,0.1459326561726986
sub305,0.5203711101294228,0.2704323355739332
sub306,0.41202876065000477,0.20720948157982755
sub307,0.9541502958245397,0.6471536499532711
sub308,0.5981309265907041,0.7742999879890182
sub309,0.9092937292530907,0.5760530830661283
sub310,0.8266540315405617,0.5290562455248237
sub311,0.6241771893003968,0.2617784099006163
sub312,0.6189284062719123,0.4281511956454125
sub313,0.1297964854832045,-0.09538708198223055
sub314,0.2449577029922617,0.1272977380835516
sub315,0.037721908263955405,0.123904542259461
sub318,0.7956975793488431,0.4146150274044794
sub319,0.7860160781333738,0.5012359493741163
sub320,0.3864658620110196,0.20686216534387591
sub321,0.19891761968170432,-0.06371317798686124
sub322,0.40240915790858744,0.3488176364787467
sub323,0.6522813236452152,0.3590320829327088
sub324,0.45676077648903873,0.42802825634357555
sub325,0.7592877262135351,0.46419028552717534
sub326,0.7846601207791639,0.6825281042358271
sub327,0.5334807417788078,0.2665711803224836
sub328,0.46696530004486836,0.23846689263012272
sub329,0.6681352956577932,0.8001195189922539
sub330,0.6013152277733548,0.43836807487000157
sub331,0.3791707007102341,0.26026140115272345
sub332,1.1336224766807783,0.7199457128213309
sub333,0.5925928319010537,0.3056141989500224
sub334,0.44939736123017077,0.3005138069607295
sub335,0.522167209418833,0.28422617770569997
sub336,0.5242557657035437,0.4253684925497714
sub337,-0.2210428998874616,-0.34081817448715884
sub338,1.1640173627990462,0.6709158306537438
sub339,1.1135610715383844,0.856695181420263
sub340,0.5148788740331036,0.06155891374370054
sub341,0.8894128341034139,0.48482326003274945
sub342,0.5019840420847499,0.39202079488713093
sub343,0.9659488513144536,0.8406469957301618
sub344,0.28233667004384666,0.1988765982019002
sub345,-0.01006120553701248,-0.02324841331516056
sub346,0.18458582513610736,0.06077295445335968
sub347,0.5129411264496962,0.18300338947107497
sub348,0.46118687170622136,0.2742798989709273
sub349,0.487499621639057,0.04149408338868335
sub350,0.24864479634269354,0.26790935322424037
sub351,0.37588940236748797,0.2644628673061695
sub352,0.5151820937758274,0.3811379382778587
sub353,0.5894846708719009,0.3326185805739234
sub354,0.1152530180587271,0.176619938246809
sub355,0.33697042588478177,0.13081610414141695
sub356,1.020786121289336,0.755176530122188
sub357,0.701264748875715,0.47763808778251376
sub358,0.6138767881405393,0.09928313054134005
sub359,0.4817968544854706,0.3113410640263902
sub360,0.6711908075219811,0.3764297258560185
sub361,0.6430634042294472,0.3771668775610998
sub362,0.6625685505522432,0.50715362366864
sub363,0.11699859242231965,-0.1016182453438345
sub364,0.7061507784643737,0.4920997967983213
sub365,0.5561359400710264,0.2647811582286852
sub366,1.1571884578172797,0.8024579532555973
sub367,-0.11713093185632537,-0.04124944642215637
sub368,0.22354131642716862,0.08922347332874433
sub369,0.6989031694911643,0.4268455309385342
sub370,0.7423896231892204,0.47716592763949617
sub371,-0.34637618323607616,-0.3046464354517147
sub372,-0.37635957797665204,-0.276444315169205
sub373,0.48373392409089055,0.44250415625535444
sub375,0.3805015813340479,0.08379872467959694
sub376,0.7993614874756797,0.6659540710775584
sub378,0.2713229174097942,0.17333146118904819
sub379,0.7108687087544426,0.5443305700156561
sub380,0.3596041456226959,0.5021317843965828
sub381,0.47620832721206185,0.4951515384876245
sub382,0.8948497891291064,0.5828038693737616
sub383,0.7018466989738334,0.5452512960747287
sub384,0.6367628500365077,0.4323309611939958
sub385,0.5103184431959759,0.6441627566872111
sub386,0.488464308048422,0.4348737292231699
sub387,0.48408754475191274,0.32722166700494676
sub388,0.47594158750519755,0.7358252977931625
sub389,0.48661569458422893,0.44209202225298927
sub390,0.5063122328889883,0.27575517620963835
sub391,0.44626836826843735,0.31501791660603756
sub392,0.4978956203102804,0.1055283808908541
sub393,0.5249240733948334,0.36099478583384564
sub394,0.506129429752693,0.1685983800478807
sub395,0.7086997316713926,0.46403382732250775
sub396,0.49002422668442375,0.1457368675517306
sub397,0.6508047248163621,0.3366919905710459
sub398,0.8277508023206648,0.6870580243586041
sub399,0.25314213114978446,0.11372267111041653
sub400,0.930997549136654,0.5313597343054366
sub401,0.34817254060769287,0.15417305655646582
sub402,0.7216992779038549,0.6803439022929122
sub403,0.3289035376762211,0.22751397781008006
sub404,0.14577313711790418,0.15837323799681047
sub405,0.49089901391725765,0.3742426272606643
sub406,0.42067460711952054,0.5462840420185922
sub407,0.601337711075593,0.48737562022008396
sub408,0.47260315239704576,0.32306311860530135
sub409,0.29318291792215323,0.4112600438566727
sub410,0.12078495291714235,0.018353351261765866
sub411,0.5376997589333576,0.4730389112417918
sub412,0.7224192895761004,0.6568209346374471
sub413,0.04390588753594946,0.2635153153726668
sub414,0.5587463680831435,0.3381327120029068
sub415,0.7474391341937398,0.5557768771635868
sub416,0.5856349286694615,0.21576140084081383
sub417,0.16041956428376158,0.15030651887167126
sub418,0.7474356220547679,0.6207965727584731
sub419,0.3513314389310361,0.2915376176535003
sub420,0.26468093853488134,0.1837405233354959
sub421,-0.20591070943286763,-0.19611592354069005
sub422,0.7535220441165099,0.35661468549168956
sub423,0.27283514353300764,0.20999651017647042
sub424,0.3045659220371854,0.14251312670249555
sub425,0.1442780054001539,0.01215197395410524
sub426,1.4273378613738608,1.2061583223862076
sub427,0.3863594567699061,0.304814197902388
sub428,0.2749759802298415,0.16773343959771012
sub429,0.5049156547858018,0.12781308295353824
sub430,0.34831663372855326,0.05239453476453864
sub431,0.46970600428051257,0.21867401144924353
sub432,0.23179649356568469,0.1676256172844669
sub433,0.29596302128183694,0.11140387253827022
sub434,0.4983787892634195,0.22542249469440687
sub435,0.04444224455627819,-0.013576984304939995
sub436,0.6116537795073769,0.36688792390532604
sub437,0.5783583632129663,0.2680334342986096
sub438,0.5630648305617605,0.27010732552879585
sub439,0.20117197805104792,0.11266750844392312
sub440,1.241362785712128,0.7924176003875959
sub441,0.03250138529302446,-0.14929056490884102
sub442,0.759390011839778,0.5027951979961602
sub443,0.6252965805647993,0.385695375583477
sub444,0.7550620962535939,0.5863922077102133
sub445,0.11923670453728026,-0.05929475272958074
sub446,0.7508120769002933,0.30278838147986403
sub447,0.2033343812891459,0.0956488331338539
sub448,0.6008877803976778,0.23234619629879177
sub449,0.9497056525012687,0.7039364336210423
sub450,0.8042867517592294,0.7669252765491128
sub451,0.4248526714292843,0.2664155239930853
sub452,0.302571384117065,0.4094622313937647
sub453,0.5970536183296236,0.4349529614008373
sub454,0.5104906981793478,0.47331207273965936
sub455,0.34978592858356305,0.17737952162577358
sub456,-0.03034535994016711,-0.08951816730752526
sub457,0.4908858281896685,0.36152884717949835
sub458,0.849872720032634,0.6686045809168885
sub459,0.35524478027739187,0.158852708612049
sub460,0.7075535806508274,0.455256273447215
sub461,0.26996435550440484,0.13061145893691378
sub462,0.4269456321516457,0.3100144216676931
sub463,0.5158439133300672,0.3466377452037884
sub464,0.79082360316718,0.264760387748644
sub465,0.35364454181235894,-0.11233165127449943
sub466,0.9781642905759652,0.5401530590236251
sub467,0.4603991398705985,0.41941038736209013
sub468,0.8339524136998455,0.5463482294397551
sub469,0.3606460524222363,0.1328532721413218
sub470,0.8205382232930121,0.47058944587557683
sub471,0.3532359501035365,0.48075412213229685
sub472,0.3908701220433971,0.14544467675880873
sub473,0.4477826033644596,0.2879343753854925
sub474,-0.02729141169608123,-0.06782910531395765
sub475,0.5677975286197445,0.2994475273397404
sub476,0.5122701075331229,0.4887995943627197
sub477,0.41048725900456445,0.2109253133240363
sub478,0.7412435247698905,0.3857615951888172
sub479,0.6548074124344053,0.3793677865956393
sub480,0.3496792188615341,0.24172120205979647
sub481,0.6237163852540147,0.40282628528431097
sub482,0.3350758215674959,0.10009112280777677
sub483,0.6274102702759212,0.386500662533501
sub484,0.25509002514763923,-0.04693390291121116
sub485,1.0497995102467914,0.9268045926945869
sub486,0.598108594389315,0.38620987413102215
sub488,0.3683142613539006,0.10349222944402561
sub489,0.6515589728685143,0.7288753686260332
sub490,0.6873071794831779,0.6005812963213402
sub491,0.6777574309574145,0.359896439761253
sub492,0.6743663477751147,0.41770397548373694
sub493,0.5886491235346836,0.5743775313795848
sub494,0.6868134996278829,0.24395921913787683
sub495,0.6727320471761838,0.6120423714448628
sub496,0.45820597642569144,-0.0695009350795936
sub497,0.26233502385677854,-0.02075328244931804
sub498,1.1209740351718291,0.8960854826649574
sub499,0.8428220749506643,0.7398281956945152
sub500,0.7380334983882384,0.6306416435089445
sub501,0.5753645597372777,0.5862506700584511
sub502,0.478539868912926,0.47170910314579084
sub503,0.2241096314890878,0.08214652506445644
sub504,0.543848364688389,0.33656180962993715
sub505,0.4700879167950994,0.37432616935632756
sub506,0.6327260189865962,0.5235258615405388
sub507,0.7729815679556633,0.4765948444182192
sub508,0.7355745239693859,0.45670799162377557
sub509,0.6166995525227478,0.5693011240000585
sub510,0.6320647006618336,0.3097303664440012
sub511,0.19181143551393784,0.7252229989645982
sub512,0.4675559775359589,0.18230967504718995
sub513,0.5750734255451392,0.3563653108551834
sub514,0.4439106353567466,-0.06084287654097217
sub515,0.38428951275639134,0.34882808239594976
sub517,0.873474158475334,0.4954161381527594
sub518,0.48902680399281795,0.38143480655798606
sub519,0.4298775340003266,0.2148123454583512
sub520,-0.08830662959484485,0.0026380824601757616
sub521,0.7532409481407195,0.558551632828964
sub522,0.5741188332022292,0.44892440068607886
sub523,0.5217760199626624,0.2915068004443827
sub524,0.8877698745219517,0.6057932576486756
sub525,1.2087047454610809,1.0896441616360077
sub526,0.8783845320625241,0.6495771623346183
sub527,0.19336360854511322,0.20054285866153765
sub528,0.7299293521158579,0.6964921089270723
sub529,0.7169910343800954,0.23221484925147717
sub530,0.27736049582648814,0.01759405231815709
sub531,0.6459711802288692,0.5024506094391255
sub532,0.27630510437089384,0.032863586184281736
sub533,0.6296581736251132,0.0748212025937995
sub534,0.8005058025733779,0.6149757967740564
sub535,0.10262101149943328,0.07748927663765903
sub536,0.33619194130675123,0.1499354799775609
sub537,0.7325615326742783,0.6152009717449044
sub538,-0.0849800355358061,-0.1694038960004811
sub539,0.20696262330000334,0.0888182453162087
sub540,0.15119905859398639,0.07066014771585188
sub541,0.5991158739667906,0.4596861289861817
sub542,0.7524380042388923,0.5819435064739193
sub543,0.28824652335589535,0.27414470159441084
sub544,0.5433686520371466,0.06387705136805935
sub545,0.47462274943441085,0.2783801147863543
sub546,0.5910722164712038,0.24202248076435484
sub547,0.24199623969817935,0.09526452941811964
sub548,0.7324365470120959,0.44773701308794606
sub549,0.3007192107536505,0.12401902361393555
sub550,0.6506298553793309,0.4430282693407436
sub551,0.911051721603459,0.86295810576798
sub552,0.629969240080352,0.6493436946024276
sub553,0.5376903429109336,0.3602455648450797
sub554,0.03811969160289273,-0.010535822979786136
sub555,0.6882829310776017,0.23657570613491552
sub556,0.18758926430118794,0.22378548154711014
sub557,0.42652755815457694,0.06449117220599017
sub558,0.7577063754580505,0.20056485531468213
sub559,0.8886205060040022,0.3440356168906123
sub561,0.6454712733355314,0.4929598369570535
sub562,0.8637574668475854,0.5077608364727072
sub563,0.5600142354731712,0.2627340750622561
sub564,0.589051168384326,1.0092306346366202
sub565,0.532808122019804,0.3611390321828722
sub566,0.5608351805783267,0.5168070561621345
sub567,0.7068060847143014,0.20836348794457335
sub568,0.22361914343193356,0.6383250759006299
sub569,0.8272557049580245,0.2846091369033943
sub570,0.2727376815835274,0.13817493256389599
sub571,0.5171867572161988,0.28363561267541104
sub572,0.6708260788572117,0.624843707284608
sub573,0.9400797778071748,0.719768445986535
sub574,0.4525062555784525,0.14657381079939652
sub575,0.1567984983745832,0.069463153213403
sub576,0.4654870691471644,0.0932565752700267
sub577,1.17659092067171,1.1133115958132507
sub578,0.8539911010724268,0.3543462787555981
sub579,0.7972580443038224,0.5325972914627142
sub580,0.5983138559286422,0.4049745394380282
sub581,0.6195640119702432,0.5361586946906959
sub582,0.5558585048564536,0.03927988769091502
sub583,0.7264316907574413,0.6175345814645377
sub584,0.718252358900145,0.635528809987119
sub585,1.2314032274685187,0.9887069800325768
sub586,0.39471044268552735,0.06280423839190588
sub587,0.587489559257661,0.37621765769019866
sub588,0.45165442304058423,0.36272947864865834
sub589,0.08627125587630737,0.3336631503753009
sub590,0.25961273862508993,0.11175940889377711
sub591,0.687155304605737,0.2807734702989064
sub592,0.4404352773307966,0.5074476109387832
sub593,0.6097721315020241,0.5415657500114426
sub594,0.2319535426062329,0.02368721124364026
sub595,0.1678468628966149,0.024604808216999084
sub596,0.2709867744504016,0.07038763327829653
sub597,0.5303359432463648,0.2800684537393451
sub598,0.9935708807051595,0.8385850308118128
sub599,0.7305342494267781,0.3318875986732981
sub600,0.9268042621358714,0.5838505721127062
sub601,0.8513576939741978,0.5165024333813801
sub602,0.539021118320883,0.49512563245951213
sub603,0.6527504957637773,0.4606127988309485
sub604,0.6221534075565232,0.4257060362902375
sub605,0.6787414016878605,0.2261819296585421
sub606,-0.0445528410580751,-0.0375075874776027
sub607,0.22224263437098202,0.059542910202287205
sub608,0.36671109458796036,0.16662494814684758
sub609,0.23723891741279807,0.07980845910216364
sub610,0.3373490781842475,0.49077016430495857
sub611,1.0651129847611531,0.8092410742613677
sub613,0.46541061984447213,0.3713110075033618
sub614,0.20794267922920207,0.10973144796558225
sub617,0.3122928723975357,0.2113877628137678
sub618,-0.06738423451415478,-0.12359077999261577
sub619,0.07627571121656641,-0.004977711854551241
sub620,0.7139918310293281,0.46203855761415624
sub624,0.36599427327616313,0.02964137684257307
sub625,0.6646112760430091,0.40832231275120257
sub626,0.7633352847647362,0.32413202778774114
sub627,0.4347866232218149,0.19140809871696318
sub628,0.4004456817941913,0.266693111675359
sub629,0.7267264870582266,0.5272593706855586
sub630,0.22035292845591908,0.19259978590187604
sub632,0.30582012748304765,0.13996612063920588
sub633,0.6701563284041676,0.42465288919755767
sub634,0.4271076230080194,0.18454218806271477
sub635,0.49010236953782366,0.2623293298467014
sub636,0.43812952074819067,0.19733104950612848
sub637,0.7310832224349038,0.7327740530037742
sub638,0.019199513955746417,-0.01808711783780583
sub640,0.41397497209494166,0.02457465871547748
sub641,0.20418987817613687,0.011709549166724556
sub642,0.7950084622701333,0.5834505828356379
sub643,1.0599162525998425,0.8392914713074584
sub645,0.6035817478776025,0.4953048408898223
sub647,0.854473196308611,0.513819800179277
sub648,0.45149570618699253,0.15306854312439225
sub649,0.4030259206783644,-0.07064521819551686
sub654,0.6261218748219364,0.3737748110796647
sub655,0.044139648178056975,0.15907219324968108
sub656,0.4057843795185466,0.09445392408891995
sub657,0.6883499592379159,0.39337619038304356
sub658,0.5390595843955226,0.4520991357528773
sub659,0.34690954188239803,0.33213107722873564
