ROI,Subject,Weight
1,395_FED_20160506a_3T2_PL2017,1.000000
1,396_POLY09_20160512_3T1_PL2017,1.000000
1,397_FED_20160516a_3T1_PL2017,1.000000
1,398_FED_20160516b_3T1_PL2017,1.000000
1,399_FED_20160519d_3T1_PL2017,1.000000
1,400_FED_20160520a_3T1_PL2017,1.000000
1,401_FED_20160520d_3T1_PL2017,1.000000
1,402_FED_20160526c_3T1_PL2017,1.000000
1,403_FED_20160526b_3T1_PL2017,1.000000
1,404_FED_20160527a_3T2_PL2017,1.000000
1,405_FED_20160531a_3T1_PL2017,1.000000
1,406_FED_20160601a_3T1_PL2017,1.000000
1,407_FED_20160616a_3T2_PL2017,1.000000
1,408_FED_20160617a_3T2_PL2017,1.000000
1,409_FED_20160622a_3T1_PL2017,1.000000
1,409_FED_20160728a_3T2_PL2017,1.000000
1,410_FED_20160623b_3T2_PL2017,1.000000
1,411_FED_20160624a_3T2_PL2017,1.000000
1,412_FED_20160707a_3T1_PL2017,1.000000
1,413_FED_20160707c_3T1_PL2017,1.000000
1,414_FED_20160711b_3T1_PL2017,1.000000
1,415_FED_20160714a_3T2_PL2017,1.000000
1,416_FED_20160802a_3T1_PL2017,1.000000
1,417_FED_20160803b_3T1_PL2017,1.000000
1,417_FED_20161217c_3T2_PL2017,1.000000
1,418_FED_20160803a_3T2_PL2017,1.000000
1,419_FED_20160805a_3T1_PL2017,1.000000
1,420_FED_20160805b_3T1_PL2017,1.000000
1,421_FED_20160804b_3T1_PL2017,1.000000
1,422_FED_20160816a_3T1_PL2017,1.000000
1,423_FED_20160817c_3T1_PL2017,1.000000
1,424_FED_20160930a_3T1_PL2017,1.000000
1,424_FED_20161102b_3T1_PL2017,1.000000
1,424_FED_20160817a_3T1_PL2017,1.000000
1,425_FED_20160818b_3T1_PL2017,1.000000
1,426_FED_20160823a_3T1_PL2017,1.000000
1,426_FED_20160908d_3T1_PL2017,1.000000
1,427_FED_20160823c_3T1_PL2017,1.000000
1,428_FED_20160906a_3T2_PL2017,1.000000
1,429_FED_20160906b_3T2_PL2017,1.000000
1,430_FED_20160906d_3T2_PL2017,1.000000
1,430_FED_20170110b_3T2_PL2017,1.000000
1,430_FED_20170426d_3T2_PL2017,1.000000
1,430_FED_20170614c_3T2_PL2017,1.000000
1,430_FED_20170823a_3T2_PL2017,1.000000
1,431_FED_20160907d_3T2_PL2017,1.000000
1,432_FED_20160907a_3T2_PL2017,1.000000
