ROI,Subject,Weight
9,020_SWJNV2_12_PL2017,1.000000
9,021_SWJNaudio_04_PL2017,1.000000
9,022_SWJNaudio_06_PL2017,1.000000
9,023_SWJNaudio_07_PL2017,1.000000
9,024_SWJNaudio_08_PL2017,1.000000
9,024_SWJNV2_13_PL2017,1.000000
9,025_SWJNV2_15_PL2017,1.000000
9,026_SWJNaudio_11_PL2017,1.000000
9,027_SWJNaudio_12_PL2017,1.000000
9,028_SWJNaudio_13_PL2017,1.000000
9,029_SWJNaudio_14_PL2017,1.000000
9,030_SWJNaudio_15_PL2017,1.000000
9,031_SWJNaudio_16_PL2017,1.000000
9,032_SWJNaudio_17_PL2017,1.000000
9,033_SWJNaudio_18_PL2017,1.000000
9,001_SWJN_01_PL2017,1.000000
9,002_SWJN_05_PL2017,1.000000
9,003_SWJN_07_PL2017,1.000000
9,004_SWJN_09_PL2017,1.000000
9,005_SWJN_11_PL2017,1.000000
9,006_SWJN_12_PL2017,1.000000
9,007_SWJN_13_PL2017,1.000000
9,021_SWJNaudio_04_PL2017,1.000000
9,022_SWJNaudio_06_PL2017,1.000000
9,023_SWJNaudio_07_PL2017,1.000000
9,024_SWJNaudio_08_PL2017,1.000000
9,026_SWJNaudio_11_PL2017,1.000000
9,027_SWJNaudio_12_PL2017,1.000000
9,028_SWJNaudio_13_PL2017,0.000000
9,030_SWJNaudio_15_PL2017,1.000000
9,031_SWJNaudio_16_PL2017,1.000000
9,032_SWJNaudio_17_PL2017,1.000000
9,033_SWJNaudio_18_PL2017,1.000000
10,008_SWJNV2_01_PL2017,1.000000
10,009_SWJNV2_02_PL2017,1.000000
10,010_SWJNV2_03_PL2017,1.000000
10,011_SWJNV2_04_PL2017,1.000000
10,012_SWJNV2_05_PL2017,1.000000
10,013_SWJNV2_06_PL2017,1.000000
10,014_SWJNV2_07_PL2017,1.000000
10,015_SWJNV2_08_PL2017,1.000000
10,016_SWJNV2_09_PL2017,1.000000
10,018_SWJNV2_10_PL2017,1.000000
10,020_SWJNV2_12_PL2017,1.000000
10,021_SWJNaudio_04_PL2017,1.000000
10,022_SWJNaudio_06_PL2017,1.000000
10,023_SWJNaudio_07_PL2017,1.000000
10,024_SWJNaudio_08_PL2017,1.000000
